Instance,cbo_sum,wmc_sum,dit_sum,rfc_sum,lcom_sum,totalMethods_sum,staticMethods_sum,publicMethods_sum,privateMethods_sum,protectedMethods_sum,defaultMethods_sum,abstractMethods_sum,finalMethods_sum,synchronizedMethods_sum,totalFields_sum,staticFields_sum,publicFields_sum,privateFields_sum,protectedFields_sum,defaultFields_sum,finalFields_sum,synchronizedFields_sum,nosi_sum,loc_sum,returnQty_sum,loopQty_sum,comparisonsQty_sum,tryCatchQty_sum,parenthesizedExpsQty_sum,stringLiteralsQty_sum,numbersQty_sum,assignmentsQty_sum,mathOperationsQty_sum,variablesQty_sum,maxNestedBlocks_sum,anonymousClassesQty_sum,subClassesQty_sum,lambdasQty_sum,uniqueWordsQty_sum,modifiers_sum,cbo_max,wmc_max,dit_max,rfc_max,lcom_max,totalMethods_max,staticMethods_max,publicMethods_max,privateMethods_max,protectedMethods_max,defaultMethods_max,abstractMethods_max,finalMethods_max,synchronizedMethods_max,totalFields_max,staticFields_max,publicFields_max,privateFields_max,protectedFields_max,defaultFields_max,finalFields_max,synchronizedFields_max,nosi_max,loc_max,returnQty_max,loopQty_max,comparisonsQty_max,tryCatchQty_max,parenthesizedExpsQty_max,stringLiteralsQty_max,numbersQty_max,assignmentsQty_max,mathOperationsQty_max,variablesQty_max,maxNestedBlocks_max,anonymousClassesQty_max,subClassesQty_max,lambdasQty_max,uniqueWordsQty_max,modifiers_max,cbo_std,wmc_std,dit_std,rfc_std,lcom_std,totalMethods_std,staticMethods_std,publicMethods_std,privateMethods_std,protectedMethods_std,defaultMethods_std,abstractMethods_std,finalMethods_std,synchronizedMethods_std,totalFields_std,staticFields_std,publicFields_std,privateFields_std,protectedFields_std,defaultFields_std,finalFields_std,synchronizedFields_std,nosi_std,loc_std,returnQty_std,loopQty_std,comparisonsQty_std,tryCatchQty_std,parenthesizedExpsQty_std,stringLiteralsQty_std,numbersQty_std,assignmentsQty_std,mathOperationsQty_std,variablesQty_std,maxNestedBlocks_std,anonymousClassesQty_std,subClassesQty_std,lambdasQty_std,uniqueWordsQty_std,modifiers_std,cbo_mean,wmc_mean,dit_mean,rfc_mean,lcom_mean,totalMethods_mean,staticMethods_mean,publicMethods_mean,privateMethods_mean,protectedMethods_mean,defaultMethods_mean,abstractMethods_mean,finalMethods_mean,synchronizedMethods_mean,totalFields_mean,staticFields_mean,publicFields_mean,privateFields_mean,protectedFields_mean,defaultFields_mean,finalFields_mean,synchronizedFields_mean,nosi_mean,loc_mean,returnQty_mean,loopQty_mean,comparisonsQty_mean,tryCatchQty_mean,parenthesizedExpsQty_mean,stringLiteralsQty_mean,numbersQty_mean,assignmentsQty_mean,mathOperationsQty_mean,variablesQty_mean,maxNestedBlocks_mean,anonymousClassesQty_mean,subClassesQty_mean,lambdasQty_mean,uniqueWordsQty_mean,modifiers_mean,Label
google-dagger,5980,5167,1052,8691,19230,3850,608,1519,541,138,9,210,103,0,1036,198,39,775,1,0,762,0,2197,72949,1921,181,57,76,54,24499,862,4186,290,4188,115,121,655,367,35543,105132,73,108,13,167,1769,62,32,52,16,19,6,18,18,0,61,33,18,22,1,0,33,0,112,6914,69,11,4,6,9,5491,54,269,19,213,5,7,102,17,333,1025,5980,5167,1052,8691,19230,3850,608,1519,541,138,9,210,103,0,1036,198,39,775,1,0,762,0,2197,72949,1921,181,57,76,54,24499,862,4186,290,4188,115,121,655,367,35543,105132,73,108,13,167,1769,62,32,52,16,19,6,18,18,0,61,33,18,22,1,0,33,0,112,6914,69,11,4,6,9,5491,54,269,19,213,5,7,102,17,333,1025,agglomerative
google-error-prone,11966,10918,2307,13747,47374,6808,1012,5371,713,126,0,263,93,2,1499,751,151,1131,14,0,1101,0,6065,103705,4212,565,804,376,614,22978,1646,6110,880,5310,736,478,905,224,62799,137469,223,269,15,252,10011,142,108,107,19,5,0,6,67,1,54,33,19,54,3,0,54,0,341,1447,140,53,27,51,52,1051,46,107,39,107,11,61,51,11,471,1025,11966,10918,2307,13747,47374,6808,1012,5371,713,126,0,263,93,2,1499,751,151,1131,14,0,1101,0,6065,103705,4212,565,804,376,614,22978,1646,6110,880,5310,736,478,905,224,62799,137469,223,269,15,252,10011,142,108,107,19,5,0,6,67,1,54,33,19,54,3,0,54,0,341,1447,140,53,27,51,52,1051,46,107,39,107,11,61,51,11,471,1025,bunch
grpc-grpc-java,11031,15619,1683,18509,84143,9888,2234,7130,1059,407,0,140,424,43,4283,1739,509,3341,34,0,2685,0,6220,185923,5877,668,1406,572,1316,7666,10678,16791,2571,13122,813,990,1033,0,82307,78030,113,162,19,311,5460,105,35,105,21,29,0,12,24,7,75,75,35,56,8,0,74,0,312,7453,71,17,36,20,90,289,546,394,120,344,6,28,39,0,580,1025,11031,15619,1683,18509,84143,9888,2234,7130,1059,407,0,140,424,43,4283,1739,509,3341,34,0,2685,0,6220,185923,5877,668,1406,572,1316,7666,10678,16791,2571,13122,813,990,1033,0,82307,78030,113,162,19,311,5460,105,35,105,21,29,0,12,24,7,75,75,35,56,8,0,74,0,312,7453,71,17,36,20,90,289,546,394,120,344,6,28,39,0,580,1025,bunch
hazelcast-hazelcast,83706,84138,13667,94188,398829,57161,3312,41221,5754,5107,0,422,577,45,15851,4785,2796,11003,1238,0,8544,0,82672,770680,27587,7174,4839,2166,2543,39628,61784,150533,10590,140377,4179,4442,2529,1,377459,422251,437,691,51,627,13758,217,143,189,105,93,0,15,30,6,152,152,151,51,33,0,152,0,2409,6620,210,105,47,32,92,1245,5703,2464,131,2464,7,395,49,1,983,1025,83706,84138,13667,94188,398829,57161,3312,41221,5754,5107,0,422,577,45,15851,4785,2796,11003,1238,0,8544,0,82672,770680,27587,7174,4839,2166,2543,39628,61784,150533,10590,140377,4179,4442,2529,1,377459,422251,437,691,51,627,13758,217,143,189,105,93,0,15,30,6,152,152,151,51,33,0,152,0,2409,6620,210,105,47,32,92,1245,5703,2464,131,2464,7,395,49,1,983,1025,bunch
iSoron-uhabits,2943,3227,525,4448,5179,1946,113,1407,274,179,6,56,11,10,1200,201,115,898,113,0,331,0,688,23347,833,181,366,37,240,849,2292,3588,843,3018,144,28,71,53,14929,28023,35,163,4,90,243,32,23,30,16,7,5,11,7,5,62,26,12,41,41,0,22,0,46,764,35,10,50,4,34,31,135,170,60,124,4,5,5,5,362,1025,2943,3227,525,4448,5179,1946,113,1407,274,179,6,56,11,10,1200,201,115,898,113,0,331,0,688,23347,833,181,366,37,240,849,2292,3588,843,3018,144,28,71,53,14929,28023,35,163,4,90,243,32,23,30,16,7,5,11,7,5,62,26,12,41,41,0,22,0,46,764,35,10,50,4,34,31,135,170,60,124,4,5,5,5,362,1025,bunch
immutables-immutables,3534,4127,858,5275,38343,2859,327,1571,294,49,42,461,35,0,588,169,117,300,21,0,432,0,2088,35871,1350,185,174,67,93,2523,1266,1928,148,1759,-81,140,532,8,17854,138063,54,374,17,315,14446,184,27,143,32,11,2,122,6,0,51,14,24,23,12,0,24,0,112,1489,208,10,38,9,18,269,173,148,18,110,6,19,59,6,559,1025,3534,4127,858,5275,38343,2859,327,1571,294,49,42,461,35,0,588,169,117,300,21,0,432,0,2088,35871,1350,185,174,67,93,2523,1266,1928,148,1759,-81,140,532,8,17854,138063,54,374,17,315,14446,184,27,143,32,11,2,122,6,0,51,14,24,23,12,0,24,0,112,1489,208,10,38,9,18,269,173,148,18,110,6,19,59,6,559,1025,bunch
ionic-team-capacitor,405,712,101,758,2332,389,28,310,43,33,0,0,0,0,139,51,16,112,5,0,70,0,43,4327,260,33,125,42,8,503,67,603,70,539,53,43,11,0,3180,49,51,66,6,86,562,36,9,35,9,14,0,0,0,0,17,11,5,15,3,0,12,0,7,352,37,10,12,8,2,63,18,53,12,49,3,11,5,0,287,1,405,712,101,758,2332,389,28,310,43,33,0,0,0,0,139,51,16,112,5,0,70,0,43,4327,260,33,125,42,8,503,67,603,70,539,53,43,11,0,3180,49,51,66,6,86,562,36,9,35,9,14,0,0,0,0,17,11,5,15,3,0,12,0,7,352,37,10,12,8,2,63,18,53,12,49,3,11,5,0,287,1,bunch
jankotek-mapdb,1464,7613,316,4552,26301,2314,169,1911,101,214,0,45,7,44,511,162,50,67,228,0,289,0,1789,53408,1003,1879,666,1393,1630,3643,9853,12387,2293,6320,239,134,164,0,15562,10570,60,1525,12,171,4560,156,16,154,31,29,0,17,3,38,32,19,18,9,31,0,31,0,117,11297,104,629,86,544,330,604,2304,3989,295,948,12,18,15,0,595,1025,1464,7613,316,4552,26301,2314,169,1911,101,214,0,45,7,44,511,162,50,67,228,0,289,0,1789,53408,1003,1879,666,1393,1630,3643,9853,12387,2293,6320,239,134,164,0,15562,10570,60,1525,12,171,4560,156,16,154,31,29,0,17,3,38,32,19,18,9,31,0,31,0,117,11297,104,629,86,544,330,604,2304,3989,295,948,12,18,15,0,595,1025,bunch
java-native-accessjna,4358,7644,1940,6795,72086,4126,669,2527,214,267,0,12,99,16,10000,2739,2807,367,26,0,2678,0,3246,71854,1414,487,789,491,633,5248,14607,17584,2110,15690,240,266,1097,0,62200,38455,76,416,131,226,11476,152,146,88,24,36,0,3,21,4,4347,1982,1982,42,9,0,1982,0,185,4351,134,33,86,44,95,283,4337,4347,312,4347,7,46,96,0,3519,1025,4358,7644,1940,6795,72086,4126,669,2527,214,267,0,12,99,16,10000,2739,2807,367,26,0,2678,0,3246,71854,1414,487,789,491,633,5248,14607,17584,2110,15690,240,266,1097,0,62200,38455,76,416,131,226,11476,152,146,88,24,36,0,3,21,4,4347,1982,1982,42,9,0,1982,0,185,4351,134,33,86,44,95,283,4337,4347,312,4347,7,46,96,0,3519,1025,bunch
javaparser-javaparser,18266,30457,2821,25235,410848,15407,758,10556,1164,160,462,46,232,0,2301,428,465,1448,54,0,646,0,8274,142192,14041,1650,1910,242,1736,15280,8760,16191,2224,13246,1041,80,108,1523,67481,82369,156,3273,15,696,191586,620,36,151,485,7,34,10,122,0,127,109,108,22,14,0,109,0,1038,8583,1298,127,190,45,476,530,2964,1572,445,570,15,7,15,213,861,1025,18266,30457,2821,25235,410848,15407,758,10556,1164,160,462,46,232,0,2301,428,465,1448,54,0,646,0,8274,142192,14041,1650,1910,242,1736,15280,8760,16191,2224,13246,1041,80,108,1523,67481,82369,156,3273,15,696,191586,620,36,151,485,7,34,10,122,0,127,109,108,22,14,0,109,0,1038,8583,1298,127,190,45,476,530,2964,1572,445,570,15,7,15,213,861,1025,bunch
jenkinsci-jenkins,16725,19446,3954,26596,99413,10898,1302,8493,1203,744,45,294,235,210,3054,1129,975,1768,117,0,1546,0,7169,153913,6834,1547,1634,1160,759,21581,6453,17067,2736,14696,1498,630,1386,236,136640,302810,137,368,103,306,11173,150,137,147,30,17,8,13,17,10,39,31,18,30,10,0,34,0,192,2117,203,55,63,35,32,1542,262,226,61,215,10,22,61,26,1006,1025,16725,19446,3954,26596,99413,10898,1302,8493,1203,744,45,294,235,210,3054,1129,975,1768,117,0,1546,0,7169,153913,6834,1547,1634,1160,759,21581,6453,17067,2736,14696,1498,630,1386,236,136640,302810,137,368,103,306,11173,150,137,147,30,17,8,13,17,10,39,31,18,30,10,0,34,0,192,2117,203,55,63,35,32,1542,262,226,61,215,10,22,61,26,1006,1025,bunch
jhy-jsoup,409,1520,143,1257,12765,959,80,708,65,15,0,4,1,0,113,29,0,94,1,0,34,0,773,10031,552,131,106,16,53,4459,2677,1327,77,1168,50,0,59,0,5664,5205,34,167,30,93,3567,87,12,77,17,13,0,3,1,0,18,9,0,16,1,0,9,0,126,2250,86,25,15,3,10,2147,2161,154,14,149,3,0,21,0,377,1025,409,1520,143,1257,12765,959,80,708,65,15,0,4,1,0,113,29,0,94,1,0,34,0,773,10031,552,131,106,16,53,4459,2677,1327,77,1168,50,0,59,0,5664,5205,34,167,30,93,3567,87,12,77,17,13,0,3,1,0,18,9,0,16,1,0,9,0,126,2250,86,25,15,3,10,2147,2161,154,14,149,3,0,21,0,377,1025,bunch
knowm-XChange,26755,27857,6511,32614,127611,21730,2337,18702,1061,388,32,4,27,10,10112,1079,1565,7782,457,0,6149,0,6562,223531,14417,853,1174,723,952,33752,5533,23913,3029,22145,985,69,211,400,124212,44609,52,323,8,158,51037,323,30,323,9,22,15,1,10,5,275,273,272,161,13,0,275,0,276,1618,162,14,21,19,59,547,100,285,33,281,5,5,8,12,355,1025,26755,27857,6511,32614,127611,21730,2337,18702,1061,388,32,4,27,10,10112,1079,1565,7782,457,0,6149,0,6562,223531,14417,853,1174,723,952,33752,5533,23913,3029,22145,985,69,211,400,124212,44609,52,323,8,158,51037,323,30,323,9,22,15,1,10,5,275,273,272,161,13,0,275,0,276,1618,162,14,21,19,59,547,100,285,33,281,5,5,8,12,355,1025,agglomerative
lettuce-io-lettuce-core,9279,12823,1495,13026,258836,9951,740,5635,563,351,36,17,16,1,1791,461,196,1416,108,0,971,0,6043,70288,4552,491,479,247,231,5999,5091,7106,726,6453,382,103,261,1105,58080,40732,159,464,11,428,86338,420,20,412,21,16,4,3,5,1,30,18,18,24,11,0,24,0,672,2363,415,22,53,9,35,503,665,299,238,296,5,9,13,362,483,1025,9279,12823,1495,13026,258836,9951,740,5635,563,351,36,17,16,1,1791,461,196,1416,108,0,971,0,6043,70288,4552,491,479,247,231,5999,5091,7106,726,6453,382,103,261,1105,58080,40732,159,464,11,428,86338,420,20,412,21,16,4,3,5,1,30,18,18,24,11,0,24,0,672,2363,415,22,53,9,35,503,665,299,238,296,5,9,13,362,483,1025,bunch
mockito-mockito,5814,6239,1431,7999,30055,4607,620,3689,396,41,0,17,4,1,1056,164,71,766,17,0,417,0,5762,47029,1767,259,287,503,152,5277,3100,3821,442,3586,379,302,682,3,43665,15166,49,117,19,167,6441,114,82,113,9,5,0,6,2,1,17,10,8,17,13,0,11,0,328,824,105,20,41,23,35,445,482,282,73,138,5,12,24,1,1599,1025,5814,6239,1431,7999,30055,4607,620,3689,396,41,0,17,4,1,1056,164,71,766,17,0,417,0,5762,47029,1767,259,287,503,152,5277,3100,3821,442,3586,379,302,682,3,43665,15166,49,117,19,167,6441,114,82,113,9,5,0,6,2,1,17,10,8,17,13,0,11,0,328,824,105,20,41,23,35,445,482,282,73,138,5,12,24,1,1599,1025,bunch
mybatis-mybatis-3,4190,7488,1239,7741,24709,5334,302,4292,432,111,0,20,6,28,2556,1304,1047,1331,164,0,1352,0,1238,48458,2344,292,480,766,139,5411,2331,8054,462,7151,389,125,87,0,28134,19618,79,248,7,224,7077,122,23,118,52,12,0,4,3,11,1001,1000,1000,28,46,0,1000,0,36,1010,72,24,30,58,22,1000,143,1001,25,1001,8,59,9,0,1005,1025,4190,7488,1239,7741,24709,5334,302,4292,432,111,0,20,6,28,2556,1304,1047,1331,164,0,1352,0,1238,48458,2344,292,480,766,139,5411,2331,8054,462,7151,389,125,87,0,28134,19618,79,248,7,224,7077,122,23,118,52,12,0,4,3,11,1001,1000,1000,28,46,0,1000,0,36,1010,72,24,30,58,22,1000,143,1001,25,1001,8,59,9,0,1005,1025,bunch
naver-pinpoint,23066,40486,4480,38078,138520,21500,1338,15652,2944,518,0,190,53,29,9640,2899,884,8256,186,0,6764,0,7754,239765,15581,1741,4402,1042,2205,21627,16671,34713,5057,29713,2260,622,727,2,125573,103523,155,604,20,164,8499,154,49,150,26,9,0,43,8,7,86,67,67,74,24,0,67,0,92,2483,239,38,48,12,181,904,1573,368,273,368,7,19,21,1,717,1025,23066,40486,4480,38078,138520,21500,1338,15652,2944,518,0,190,53,29,9640,2899,884,8256,186,0,6764,0,7754,239765,15581,1741,4402,1042,2205,21627,16671,34713,5057,29713,2260,622,727,2,125573,103523,155,604,20,164,8499,154,49,150,26,9,0,43,8,7,86,67,67,74,24,0,67,0,92,2483,239,38,48,12,181,904,1573,368,273,368,7,19,21,1,717,1025,bunch
oblac-jodd,9309,23537,2567,18769,107480,12037,1678,7989,538,933,38,59,119,16,4439,1168,632,1643,1421,0,1998,0,8340,138464,8573,1749,2971,837,1626,17172,18890,22892,3473,16190,1342,210,368,393,80042,128916,87,887,27,209,19701,199,199,199,27,19,12,4,23,5,228,97,44,54,72,0,97,0,607,2536,290,98,130,54,64,1080,1732,775,246,383,7,69,34,38,560,1025,9309,23537,2567,18769,107480,12037,1678,7989,538,933,38,59,119,16,4439,1168,632,1643,1421,0,1998,0,8340,138464,8573,1749,2971,837,1626,17172,18890,22892,3473,16190,1342,210,368,393,80042,128916,87,887,27,209,19701,199,199,199,27,19,12,4,23,5,228,97,44,54,72,0,97,0,607,2536,290,98,130,54,64,1080,1732,775,246,383,7,69,34,38,560,1025,agglomerative
oracle-opengrok,4686,10258,1252,10996,59400,5057,562,3631,650,375,2,80,26,32,1933,898,276,1469,92,0,1070,0,3686,68928,2889,809,941,636,478,14959,4479,9857,1522,8008,871,104,99,253,51476,25987,67,292,10,232,17934,193,61,188,27,21,1,12,7,19,82,31,24,73,13,0,23,0,450,1329,119,35,64,25,24,614,172,264,56,196,8,9,9,50,658,1025,4686,10258,1252,10996,59400,5057,562,3631,650,375,2,80,26,32,1933,898,276,1469,92,0,1070,0,3686,68928,2889,809,941,636,478,14959,4479,9857,1522,8008,871,104,99,253,51476,25987,67,292,10,232,17934,193,61,188,27,21,1,12,7,19,82,31,24,73,13,0,23,0,450,1329,119,35,64,25,24,614,172,264,56,196,8,9,9,50,658,1025,bunch
pmd-pmd,15145,21027,5976,19915,145962,12341,780,9589,1403,517,1,103,101,3,3133,1394,405,2352,189,0,1785,0,4022,116431,8418,1526,1332,347,1067,14136,7327,14440,2450,12328,1170,216,268,66,92447,147664,274,288,11,214,25806,228,26,226,27,14,1,28,23,2,56,56,23,43,12,0,56,0,112,1283,230,28,38,22,105,573,282,165,59,157,10,15,15,33,391,1025,15145,21027,5976,19915,145962,12341,780,9589,1403,517,1,103,101,3,3133,1394,405,2352,189,0,1785,0,4022,116431,8418,1526,1332,347,1067,14136,7327,14440,2450,12328,1170,216,268,66,92447,147664,274,288,11,214,25806,228,26,226,27,14,1,28,23,2,56,56,23,43,12,0,56,0,112,1283,230,28,38,22,105,573,282,165,59,157,10,15,15,33,391,1025,bunch
pxb1988-dex2jar,1356,4287,315,2452,6318,1254,273,938,133,67,0,9,32,4,820,91,104,219,54,0,101,0,1314,21238,708,406,405,96,516,1896,2360,3439,677,2673,296,59,57,0,10096,11560,42,377,5,101,1128,48,47,47,20,11,0,4,23,2,247,16,13,25,12,0,23,0,191,1068,48,33,53,23,59,128,247,247,76,247,9,4,19,0,506,1025,1356,4287,315,2452,6318,1254,273,938,133,67,0,9,32,4,820,91,104,219,54,0,101,0,1314,21238,708,406,405,96,516,1896,2360,3439,677,2673,296,59,57,0,10096,11560,42,377,5,101,1128,48,47,47,20,11,0,4,23,2,247,16,13,25,12,0,23,0,191,1068,48,33,53,23,59,128,247,247,76,247,9,4,19,0,506,1025,bunch
quarkusio-quarkus,12856,14139,2579,19946,29650,7449,1120,4979,1033,298,91,40,14,17,3714,1254,671,2109,123,0,1950,0,4647,106755,4940,1258,1102,840,316,11143,3436,12009,1449,11089,1102,357,553,815,68091,46816,134,193,6,241,1485,55,55,53,39,16,41,8,3,3,54,53,53,34,9,0,54,0,146,1313,68,48,28,49,11,274,524,289,34,246,9,57,14,76,501,1025,12856,14139,2579,19946,29650,7449,1120,4979,1033,298,91,40,14,17,3714,1254,671,2109,123,0,1950,0,4647,106755,4940,1258,1102,840,316,11143,3436,12009,1449,11089,1102,357,553,815,68091,46816,134,193,6,241,1485,55,55,53,39,16,41,8,3,3,54,53,53,34,9,0,54,0,146,1313,68,48,28,49,11,274,524,289,34,246,9,57,14,76,501,1025,bunch
querydsl-querydsl,18007,17288,5028,20737,119903,12134,894,10312,638,692,0,53,313,1,4401,1170,1205,2744,132,0,2791,0,6344,106056,5726,1012,982,254,327,14143,7526,12229,1184,10982,664,164,944,0,61370,129061,152,247,28,489,18336,192,116,192,20,67,0,15,64,1,76,59,42,68,18,0,59,0,205,1704,118,44,38,18,15,460,382,219,76,205,13,12,13,0,379,1025,18007,17288,5028,20737,119903,12134,894,10312,638,692,0,53,313,1,4401,1170,1205,2744,132,0,2791,0,6344,106056,5726,1012,982,254,327,14143,7526,12229,1184,10982,664,164,944,0,61370,129061,152,247,28,489,18336,192,116,192,20,67,0,15,64,1,76,59,42,68,18,0,59,0,205,1704,118,44,38,18,15,460,382,219,76,205,13,12,13,0,379,1025,agglomerative
raphw-byte-buddy,13866,8002,2472,15923,49678,6923,591,6147,141,375,8,66,25,1,3021,829,427,2448,98,0,1333,0,10596,136344,1537,194,211,281,226,3839,5212,7250,864,8443,190,256,2720,6,55455,46094,200,211,205,315,17953,190,189,189,6,17,1,6,15,1,51,49,19,51,12,0,49,0,914,5170,191,19,16,29,29,149,253,286,48,286,6,22,132,6,1029,1025,13866,8002,2472,15923,49678,6923,591,6147,141,375,8,66,25,1,3021,829,427,2448,98,0,1333,0,10596,136344,1537,194,211,281,226,3839,5212,7250,864,8443,190,256,2720,6,55455,46094,200,211,205,315,17953,190,189,189,6,17,1,6,15,1,51,49,19,51,12,0,49,0,914,5170,191,19,16,29,29,149,253,286,48,286,6,22,132,6,1029,1025,bunch
redisson-redisson,11402,17648,1829,16138,224971,12993,241,8736,503,576,0,45,34,4,2313,464,85,1574,121,0,1245,0,5842,114118,6947,914,1138,377,494,16517,12828,12805,1702,11464,525,499,163,896,57669,45404,138,353,7,221,24412,225,12,209,19,23,0,6,7,2,290,55,10,62,26,0,60,0,247,2821,211,33,110,35,92,1218,814,290,99,290,6,24,24,53,396,1025,11402,17648,1829,16138,224971,12993,241,8736,503,576,0,45,34,4,2313,464,85,1574,121,0,1245,0,5842,114118,6947,914,1138,377,494,16517,12828,12805,1702,11464,525,499,163,896,57669,45404,138,353,7,221,24412,225,12,209,19,23,0,6,7,2,290,55,10,62,26,0,60,0,247,2821,211,33,110,35,92,1218,814,290,99,290,6,24,24,53,396,1025,bunch
rzwitserloot-lombok,4343,8823,917,6371,24361,2902,704,1906,587,128,6,45,23,3,1461,499,137,836,20,0,772,0,3116,44068,2981,719,1178,382,887,4933,2563,8225,740,6160,371,173,438,22,27964,30505,146,461,10,211,5245,143,101,120,40,12,2,10,4,1,70,69,59,70,7,0,70,0,234,1410,165,56,86,18,62,733,170,440,41,259,7,59,9,8,607,1025,4343,8823,917,6371,24361,2902,704,1906,587,128,6,45,23,3,1461,499,137,836,20,0,772,0,3116,44068,2981,719,1178,382,887,4933,2563,8225,740,6160,371,173,438,22,27964,30505,146,461,10,211,5245,143,101,120,40,12,2,10,4,1,70,69,59,70,7,0,70,0,234,1410,165,56,86,18,62,733,170,440,41,259,7,59,9,8,607,1025,bunch
sofastack-sofa-rpc,6664,9576,1343,12477,26466,4765,827,3931,277,320,0,112,20,31,2089,1069,598,1051,351,0,1169,0,4494,63343,3154,583,1370,731,514,6984,6971,9558,1547,7647,848,160,69,0,32995,56818,52,122,6,120,2335,70,21,70,12,21,0,14,3,3,122,122,122,26,28,0,122,0,97,609,75,18,52,23,69,146,2074,126,97,122,7,6,15,0,195,1025,6664,9576,1343,12477,26466,4765,827,3931,277,320,0,112,20,31,2089,1069,598,1051,351,0,1169,0,4494,63343,3154,583,1370,731,514,6984,6971,9558,1547,7647,848,160,69,0,32995,56818,52,122,6,120,2335,70,21,70,12,21,0,14,3,3,122,122,122,26,28,0,122,0,97,609,75,18,52,23,69,146,2074,126,97,122,7,6,15,0,195,1025,bunch
spring-projects-spring-security,14637,14402,2763,19613,21348,10033,413,8021,981,423,47,49,223,4,4166,1022,271,3184,128,0,1672,0,3400,119109,3866,473,884,563,578,15257,4964,14240,1533,12820,906,172,633,313,110898,99791,65,109,20,76,875,109,12,109,17,15,20,3,14,4,50,49,49,45,7,0,49,0,69,769,36,15,19,23,50,160,1330,152,70,130,10,9,26,15,594,1025,14637,14402,2763,19613,21348,10033,413,8021,981,423,47,49,223,4,4166,1022,271,3184,128,0,1672,0,3400,119109,3866,473,884,563,578,15257,4964,14240,1533,12820,906,172,633,313,110898,99791,65,109,20,76,875,109,12,109,17,15,20,3,14,4,50,49,49,45,7,0,49,0,69,769,36,15,19,23,50,160,1330,152,70,130,10,9,26,15,594,1025,bunch
springfox-springfox,2920,2633,446,2848,9509,2123,179,1696,293,29,0,22,0,0,854,62,22,795,9,0,379,0,497,17089,1564,82,65,10,27,1059,146,1600,28,1422,149,143,29,0,10205,10636,52,61,4,87,1824,61,12,60,18,8,0,13,0,0,26,3,7,26,2,0,18,0,19,288,34,5,8,2,6,77,10,33,3,29,5,10,7,0,341,1025,2920,2633,446,2848,9509,2123,179,1696,293,29,0,22,0,0,854,62,22,795,9,0,379,0,497,17089,1564,82,65,10,27,1059,146,1600,28,1422,149,143,29,0,10205,10636,52,61,4,87,1824,61,12,60,18,8,0,13,0,0,26,3,7,26,2,0,18,0,19,288,34,5,8,2,6,77,10,33,3,29,5,10,7,0,341,1025,bunch
swagger-api-swagger-core,3177,5495,624,4923,20848,2766,178,2372,184,115,2,6,5,0,785,189,115,573,49,0,189,0,1384,36567,2267,268,600,65,147,9076,669,3884,306,3054,236,33,213,78,15145,13823,66,489,9,381,5060,109,44,107,14,39,1,2,5,0,47,31,17,44,11,0,31,0,126,1622,175,34,88,5,14,773,50,262,26,192,7,13,21,29,293,1025,3177,5495,624,4923,20848,2766,178,2372,184,115,2,6,5,0,785,189,115,573,49,0,189,0,1384,36567,2267,268,600,65,147,9076,669,3884,306,3054,236,33,213,78,15145,13823,66,489,9,381,5060,109,44,107,14,39,1,2,5,0,47,31,17,44,11,0,31,0,126,1622,175,34,88,5,14,773,50,262,26,192,7,13,21,29,293,1025,agglomerative
testcontainers-testcontainers-java,2108,2140,508,3858,8622,1531,142,1055,162,147,55,18,2,10,729,352,170,510,20,0,384,0,646,16680,761,60,91,201,43,2616,653,2013,301,1855,178,33,34,217,16167,19850,71,124,13,197,3034,81,8,56,12,17,11,5,1,2,33,14,8,26,5,0,11,0,29,767,51,3,14,10,7,116,22,84,16,71,5,3,4,17,442,1025,2108,2140,508,3858,8622,1531,142,1055,162,147,55,18,2,10,729,352,170,510,20,0,384,0,646,16680,761,60,91,201,43,2616,653,2013,301,1855,178,33,34,217,16167,19850,71,124,13,197,3034,81,8,56,12,17,11,5,1,2,33,14,8,26,5,0,11,0,29,767,51,3,14,10,7,116,22,84,16,71,5,3,4,17,442,1025,bunch
uber-NullAway,938,1772,137,1461,11354,872,204,514,182,7,0,0,0,0,210,66,13,146,21,0,104,0,350,12979,662,125,128,30,124,1853,247,1145,179,1000,70,41,162,89,6728,2242,117,431,4,286,3913,90,43,70,60,2,0,0,0,0,28,28,2,11,21,0,28,0,53,1820,178,30,37,21,27,823,35,288,31,239,10,19,19,21,608,1025,938,1772,137,1461,11354,872,204,514,182,7,0,0,0,0,210,66,13,146,21,0,104,0,350,12979,662,125,128,30,124,1853,247,1145,179,1000,70,41,162,89,6728,2242,117,431,4,286,3913,90,43,70,60,2,0,0,0,0,28,28,2,11,21,0,28,0,53,1820,178,30,37,21,27,823,35,288,31,239,10,19,19,21,608,1025,bunch
web3j-web3j,3709,4823,1092,4466,17321,3161,434,2443,286,105,0,8,2,3,957,392,235,656,18,0,665,0,2359,32258,2066,115,210,68,400,4364,2212,3401,1245,2842,177,160,74,110,20022,20376,187,141,6,163,1891,82,23,81,28,25,0,3,2,3,21,20,19,21,6,0,21,0,94,1392,100,16,7,7,30,801,103,148,68,137,4,31,7,19,276,1025,3709,4823,1092,4466,17321,3161,434,2443,286,105,0,8,2,3,957,392,235,656,18,0,665,0,2359,32258,2066,115,210,68,400,4364,2212,3401,1245,2842,177,160,74,110,20022,20376,187,141,6,163,1891,82,23,81,28,25,0,3,2,3,21,20,19,21,6,0,21,0,94,1392,100,16,7,7,30,801,103,148,68,137,4,31,7,19,276,1025,bunch
