name,version,bunch_algo,n_MoJo,mojoFM,extremity,extremity_ground_truth
apache-storm,1.1.0,ga,1632,20.583941605839414,0.16666666666666663,0.003819223424570306
apache-storm,1.1.1,hillclimbing,1693,17.615571776155715,0.7916666666666666,0.00939261114589851
apache-storm,1.1.2,hillclimbing,1224,40.43795620437957,0.6923076923076923,0.016460905349794275
apache-storm,1.1.3,ga,1290,37.22627737226277,0.33333333333333337,0.010351966873705987
apache-storm,1.1.4,ga,1495,27.25060827250608,0.8688524590163934,0.1058601134215501
apache-storm,1.2.0,hillclimbing,1595,22.38442822384428,0.7575757575757576,0.0672268907563025
apache-storm,1.2.1,hillclimbing,847,58.783454987834546,0.7142857142857143,0.006741573033707815
apache-storm,1.2.2,exhaustive,1518,26.131386861313864,0.631578947368421,0.032327586206896575
apache-storm,1.2.3,hillclimbing,1195,41.849148418491495,0.36363636363636365,0.016908212560386437
apache-storm,2.0.0,ga,2219,-7.980535279805356,0.6,0.011886304909560774
apache-cassandra,3.11.3,ga,1718,27.93624161073825,0.6842105263157895,0.027722772277227747
apache-cassandra,3.11.4,hillclimbing,1840,22.81879194630873,0.8214285714285714,0.03910614525139666
apache-cassandra,3.2,exhaustive,1121,52.9781879194631,0.8846153846153846,0.15966386554621848
apache-cassandra,3.2.1,ga,1444,39.429530201342274,0.9574468085106383,0.2928571428571428
apache-cassandra,3.3,ga,1180,50.503355704698,0.736842105263158,0.1166666666666667
apache-cassandra,3.4,hillclimbing,1628,31.711409395973156,0.8387096774193549,0.10116731517509725
apache-cassandra,3.5,exhaustive,1606,32.63422818791947,0.72,0.08636363636363631
apache-cassandra,3.6,exhaustive,1501,37.03859060402685,0.85,0.12681159420289856
apache-cassandra,3.7,exhaustive,1544,35.234899328859065,0.5263157894736843,0.050193050193050204
apache-cassandra,3.8,hillclimbing,1371,42.49161073825504,0.9,0.09090909090909094
airbnb-lottie-android,2.6.0,hillclimbing,113,85.05291005291005,0.9166666666666666,0.05063291139240511
airbnb-lottie-android,2.6.1,hillclimbing,119,84.25925925925925,1.0,0.05555555555555558
airbnb-lottie-android,2.7.0,ga,111,85.3174603174603,1.0,0.06756756756756754
airbnb-lottie-android,3.0.0,exhaustive,118,84.39153439153439,0.875,0.25
airbnb-lottie-android,3.0.1,hillclimbing,110,85.44973544973546,1.0,0.2222222222222222
airbnb-lottie-android,3.0.2,exhaustive,116,84.65608465608466,1.0,0.2068965517241379
airbnb-lottie-android,3.0.3,exhaustive,89,88.22751322751324,0.6,0.13888888888888884
airbnb-lottie-android,3.0.4,exhaustive,91,87.96296296296295,0.8333333333333334,0.1282051282051282
airbnb-lottie-android,3.0.5,hillclimbing,126,83.33333333333334,0.7777777777777778,0.18918918918918914
airbnb-lottie-android,3.0.6,exhaustive,113,85.05291005291005,1.0,0.1470588235294118
apache-isis,1.15.0,exhaustive,2416,31.05022831050228,0.6521739130434783,0.02341137123745818
apache-isis,1.15.1,ga,2453,29.994292237442924,0.6896551724137931,0.037878787878787845
apache-isis,1.16.0,hillclimbing,2708,22.716894977168945,0.6799999999999999,0.02833333333333332
apache-isis,1.16.1,hillclimbing,2684,23.401826484018265,0.8846153846153846,0.08349514563106797
apache-isis,1.16.2,hillclimbing,2662,24.0296803652968,0.7435897435897436,0.05335968379446643
apache-isis,1.17.0,hillclimbing,2741,21.775114155251146,0.7666666666666666,0.03752345215759845
apache-isis,1.6.0,exhaustive,3833,-9.389269406392684,0.0,0.002123142250530785
apache-isis,1.7.0,ga,4184,-19.406392694063925,0.72,0.015503875968992276
apache-isis,1.8.0,hillclimbing,4359,-24.400684931506845,0.7857142857142857,0.01532077880625593
apache-isis,1.9.0,ga,4533,-29.366438356164394,0.55,0.010113780025284402
apache-jmeter,2.7,ga,814,44.8509485094851,0.7692307692307692,0.14590747330960852
apache-jmeter,2.8,exhaustive,719,51.287262872628716,0.75,0.03543307086614178
apache-jmeter,2.9,ga,795,46.138211382113816,0.8214285714285714,0.09756097560975607
apache-jmeter,3.0,ga,834,43.4959349593496,0.8235294117647058,0.03547671840354771
apache-jmeter,3.1,hillclimbing,821,44.37669376693768,0.5714285714285714,0.010799136069114423
apache-jmeter,3.2,hillclimbing,889,39.76964769647696,0.7857142857142857,0.01834862385321101
apache-jmeter,3.3,exhaustive,970,34.281842818428196,0.7857142857142857,0.026694045174537995
apache-jmeter,4.0,hillclimbing,1015,31.2330623306233,0.8421052631578947,0.03522504892367906
apache-jmeter,5.0,ga,1049,28.92953929539296,0.8421052631578947,0.03619047619047622
apache-jmeter,5.1,exhaustive,985,33.265582655826556,0.75,0.048484848484848464
apache-log4j,1.2.13,exhaustive,228,19.434628975265017,0.8,0.02083333333333337
apache-log4j,1.2.14,ga,245,13.427561837455823,0.8571428571428572,0.033333333333333326
apache-log4j,1.2.15,exhaustive,283,0.0,1.0,0.0
apache-log4j,1.2.16,exhaustive,327,-15.547703180212016,0.9285714285714286,0.0060975609756097615
apache-log4j,1.2.17,exhaustive,325,-14.840989399293282,0.935483870967742,0.0
apache-log4j,1.2.2,hillclimbing,249,12.014134275618371,0.8181818181818181,0.0038461538461538325
apache-log4j,1.2.3,hillclimbing,253,10.600706713780916,0.875,0.0117647058823529
apache-log4j,1.2.4,exhaustive,242,14.487632508833926,0.875,0.01869158878504673
apache-log4j,1.2.6,ga,249,12.014134275618371,0.875,0.018779342723004744
apache-log4j,1.2.7,exhaustive,233,17.667844522968203,0.4545454545454546,0.022727272727272707
apache-maven,3.3.7,ga,614,67.34042553191489,0.625,0.06557377049180324
apache-maven,3.3.8,ga,637,66.11702127659575,0.7272727272727273,0.109375
apache-maven,3.3.9,ga,653,65.26595744680851,0.6,0.09523809523809523
apache-maven,3.5.0,exhaustive,376,80.0,0.5,0.0
apache-maven,3.5.1,ga,486,74.14893617021276,0.4545454545454546,0.1428571428571429
apache-maven,3.5.2,ga,673,64.20212765957447,0.8666666666666667,0.36
apache-maven,3.5.3,exhaustive,690,63.29787234042554,0.8666666666666667,0.20967741935483875
apache-maven,3.5.4,exhaustive,612,67.44680851063829,0.7333333333333334,0.1875
apache-maven,3.6.0,ga,621,66.96808510638299,0.8095238095238095,0.2535211267605634
apache-maven,3.6.1,ga,678,63.93617021276597,0.7857142857142857,0.16923076923076918
apache-spark,2.2.3,hillclimbing,486,96.4945181765724,0.7777777777777778,0.14754098360655743
apache-spark,2.3.0,hillclimbing,541,96.09780727062895,0.8,0.060975609756097615
apache-spark,2.3.1,ga,540,96.10502019619156,0.8333333333333334,0.07228915662650603
apache-spark,2.3.2,ga,571,95.88141950375072,0.8181818181818181,0.06622516556291391
apache-spark,2.3.3,ga,579,95.82371609924984,0.8666666666666667,0.0927152317880795
apache-spark,2.3.4,ga,523,96.22763993075593,0.5,0.020689655172413834
apache-spark,2.4.0,ga,609,95.6073283323716,0.5555555555555556,0.051948051948051965
apache-spark,2.4.1,hillclimbing,542,96.09059434506635,0.7,0.056451612903225756
apache-spark,2.4.2,exhaustive,640,95.38372763993077,0.9130434782608696,0.16911764705882348
apache-spark,2.4.3,hillclimbing,593,95.7227351413733,0.7692307692307692,0.09523809523809523
apache-tomcat,9.0.20,ga,1775,55.3908017089721,0.23076923076923073,0.07058823529411762
apache-tomcat,9.0.21,ga,1718,56.82332244282483,0.631578947368421,0.1097560975609756
apache-tomcat,9.0.22,ga,1852,53.45564212113596,0.7586206896551724,0.2421052631578947
apache-tomcat,9.0.23,hillclimbing,1791,54.98869062578538,0.6111111111111112,0.15714285714285714
apache-tomcat,9.0.24,hillclimbing,1612,59.48730836893692,0.5,0.07017543859649122
apache-tomcat,9.0.25,hillclimbing,1646,58.632822317165115,0.5652173913043479,0.2615384615384615
apache-tomcat,9.0.26,hillclimbing,1688,57.57728072379995,0.3846153846153846,0.10909090909090913
apache-tomcat,9.0.6,exhaustive,1597,59.864287509424464,0.72,0.5714285714285714
apache-tomcat,9.0.7,exhaustive,1782,55.214878110077905,0.8666666666666667,0.3770491803278688
apache-tomcat,9.0.8,hillclimbing,1916,51.847197788389046,0.64,0.3220338983050848
rzwitserloot-lombok,1.16.20,exhaustive,616,33.333333333333336,0.8571428571428572,0.05641025641025643
rzwitserloot-lombok,1.16.22,ga,586,36.58008658008658,0.8333333333333334,0.03493449781659386
rzwitserloot-lombok,1.16.4,ga,424,54.11255411255412,0.8181818181818181,0.25
apache-tika,1.19.1,ga,937,-9.207459207459204,0.8333333333333334,0.024890190336749662
apache-tika,1.2,ga,323,62.354312354312356,0.75,0.09210526315789469
apache-tika,1.20,hillclimbing,898,-4.6620046620046605,0.8695652173913043,0.028189910979228516
apache-tika,1.21,ga,881,-2.680652680652673,0.8947368421052632,0.02631578947368418
apache-tika,1.22,hillclimbing,904,-5.3613053613053685,0.9583333333333334,0.03469079939668174
apache-tika,1.3,hillclimbing,291,66.08391608391608,0.9090909090909091,0.25
apache-tika,1.4,hillclimbing,272,68.2983682983683,0.7777777777777778,0.19047619047619047
apache-tika,1.5,hillclimbing,323,62.354312354312356,0.9230769230769231,0.24528301886792447
apache-tika,1.6,exhaustive,338,60.60606060606061,0.8666666666666667,0.1063829787234043
apache-tika,1.7,hillclimbing,296,65.5011655011655,0.8888888888888888,0.06201550387596899
alibaba-fastjson,1.2.51,ga,1300,53.203743700503956,0.7692307692307692,0.04761904761904767
alibaba-fastjson,1.2.52,exhaustive,1442,48.09215262778977,0.5454545454545454,0.04069767441860461
alibaba-fastjson,1.2.54,exhaustive,1558,43.91648668106552,0.36363636363636365,0.04216867469879515
alibaba-fastjson,1.2.55,exhaustive,1778,35.99712023038158,0.65,0.06965174129353235
alibaba-fastjson,1.2.56,ga,1664,40.10079193664507,0.4444444444444444,0.01621621621621616
alibaba-fastjson,1.2.57,hillclimbing,1050,62.203023758099356,0.5,0.01834862385321101
alibaba-fastjson,1.2.58,exhaustive,1481,46.68826493880489,0.8095238095238095,0.06278026905829592
alibaba-fastjson,1.2.59,hillclimbing,275,90.10079193664507,0.0,0.004716981132075526
alibaba-fastjson,1.2.60,hillclimbing,1422,48.8120950323974,0.6,0.03448275862068961
alibaba-fastjson,1.2.61,hillclimbing,1351,51.367890568754504,0.6666666666666667,0.0239520958083832
activiti-activiti,7.1.74,ga,1704,58.5804569761789,0.5,0.13953488372093026
activiti-activiti,7.1.75,exhaustive,1731,57.92416140009722,0.19999999999999996,0.040000000000000036
activiti-activiti,7.1.76,ga,1823,55.687894992707825,0.8076923076923077,0.2727272727272727
activiti-activiti,7.1.77,exhaustive,1269,69.1541079241614,0.2857142857142857,0.021276595744680882
activiti-activiti,7.1.78,exhaustive,1558,62.12931453573165,0.2727272727272727,0.07843137254901966
activiti-activiti,7.1.79,ga,1881,54.278074866310156,0.8333333333333334,0.47058823529411764
activiti-activiti,7.1.80,ga,1658,59.6985901798736,0.8,0.3877551020408163
activiti-activiti,7.1.81,ga,1732,57.89985415653865,0.8285714285714285,0.49122807017543857
activiti-activiti,7.1.82,ga,1865,54.666990763247455,0.9111111111111111,0.5588235294117647
activiti-activiti,7.1.83,hillclimbing,1614,60.76810889645114,0.5,0.2564102564102564
bumptech-glide,4.2.0,ga,420,61.111111111111114,0.875,0.033232628398791486
bumptech-glide,4.3.0,exhaustive,437,59.53703703703703,0.9090909090909091,0.02564102564102566
bumptech-glide,4.3.1,ga,447,58.611111111111114,0.8888888888888888,0.02639296187683282
bumptech-glide,4.4.0,hillclimbing,538,50.185185185185176,0.7272727272727273,0.022522522522522515
bumptech-glide,4.5.0,ga,492,54.44444444444446,0.6,0.008948545861297563
bumptech-glide,4.6.0,exhaustive,568,47.407407407407405,1.0,0.023060796645702264
bumptech-glide,4.6.1,ga,493,54.351851851851855,0.7777777777777778,0.02657807308970095
bumptech-glide,4.7.0,hillclimbing,552,48.88888888888889,0.8518518518518519,0.06748466257668717
bumptech-glide,4.7.1,hillclimbing,464,57.03703703703704,0.5,0.016393442622950838
bumptech-glide,4.8.0,hillclimbing,528,51.11111111111111,0.8823529411764706,0.04530744336569581
codecentric-spring-boot-admin,2.1.0,hillclimbing,216,50.68493150684932,1.0,0.0
codecentric-spring-boot-admin,2.1.2,hillclimbing,213,51.36986301369865,0.9,0.0
codecentric-spring-boot-admin,2.1.3,exhaustive,112,74.42922374429223,0.6,0.11627906976744184
codecentric-spring-boot-admin,2.1.4,hillclimbing,140,68.03652968036529,0.875,0.1333333333333333
codecentric-spring-boot-admin,2.1.5,ga,142,67.57990867579909,0.8,0.09433962264150941
dropwizard-dropwizard,1.3.12,hillclimbing,501,58.83319638455218,0.5,0.061224489795918324
dropwizard-dropwizard,1.3.13,ga,493,59.490550534100244,0.4285714285714286,0.05102040816326525
dropwizard-dropwizard,1.3.14,ga,690,43.303204601479045,0.9411764705882353,0.13888888888888884
dropwizard-dropwizard,1.3.2,hillclimbing,239,80.36154478225143,0.6666666666666667,0.01098901098901095
dropwizard-dropwizard,1.3.3,ga,621,48.972884141331136,0.8695652173913043,0.2072072072072072
dropwizard-dropwizard,1.3.4,hillclimbing,404,66.80361544782252,0.4,0.032258064516129004
dropwizard-dropwizard,1.3.5,exhaustive,636,47.74034511092852,0.8125,0.8235294117647058
dropwizard-dropwizard,1.3.6,exhaustive,603,50.45193097781429,0.8571428571428572,0.6
dropwizard-dropwizard,1.3.7,exhaustive,665,45.35743631881676,0.8125,0.6666666666666667
dropwizard-dropwizard,1.3.8,hillclimbing,629,48.315529991783066,0.8571428571428572,0.7692307692307692
dropwizard-metrics,3.2.4,hillclimbing,89,73.11178247734141,0.75,0.06521739130434778
dropwizard-metrics,3.2.5,exhaustive,151,54.38066465256798,1.0,0.14893617021276595
dropwizard-metrics,3.2.6,exhaustive,144,56.49546827794561,0.7777777777777778,0.16666666666666663
dropwizard-metrics,4.0.0,hillclimbing,92,72.20543806646525,0.6666666666666667,0.013157894736842146
dropwizard-metrics,4.0.1,exhaustive,179,45.92145015105739,1.0,0.10843373493975905
dropwizard-metrics,4.0.2,exhaustive,128,61.32930513595165,1.0,0.0641025641025641
dropwizard-metrics,4.0.3,ga,149,54.984894259818724,1.0,0.09677419354838712
dropwizard-metrics,4.0.4,hillclimbing,155,53.17220543806647,0.8181818181818181,0.13636363636363635
dropwizard-metrics,4.0.5,hillclimbing,161,51.3595166163142,0.8333333333333334,0.15517241379310343
dropwizard-metrics,4.0.6,exhaustive,102,69.1842900302115,1.0,0.11363636363636365
facebook-facebook-android-sdk,4.42.0,ga,313,70.69288389513109,0.9230769230769231,0.5416666666666667
facebook-facebook-android-sdk,5.0.0,exhaustive,231,78.37078651685394,0.875,0.4
facebook-facebook-android-sdk,5.0.1,ga,265,75.187265917603,0.8888888888888888,0.4736842105263158
facebook-facebook-android-sdk,5.0.2,ga,259,75.74906367041199,0.8333333333333334,0.6071428571428572
facebook-facebook-android-sdk,5.0.3,exhaustive,258,75.84269662921349,0.9166666666666666,0.5454545454545454
facebook-facebook-android-sdk,5.1.0,ga,341,68.07116104868913,0.9333333333333333,0.4838709677419355
facebook-facebook-android-sdk,5.1.1,exhaustive,283,73.50187265917603,0.7777777777777778,0.29166666666666663
facebook-facebook-android-sdk,5.2.0,hillclimbing,268,74.90636704119851,0.9285714285714286,0.4482758620689655
facebook-facebook-android-sdk,5.4.0,exhaustive,259,75.74906367041199,0.8333333333333334,0.1428571428571429
facebook-facebook-android-sdk,5.5.0,exhaustive,253,76.31086142322097,0.875,0.23684210526315785
google-dagger,2.19,exhaustive,790,0.5037783375314908,0.9166666666666666,0.0037688442211055717
google-dagger,2.20,hillclimbing,648,18.387909319899247,0.8461538461538461,0.0404411764705882
google-dagger,2.21,hillclimbing,608,23.425692695214103,0.7619047619047619,0.07723577235772361
google-dagger,2.22,ga,650,18.136020151133504,0.9333333333333333,0.040740740740740744
google-dagger,2.22.1,ga,638,19.64735516372797,0.5555555555555556,0.02857142857142858
google-dagger,2.23,exhaustive,538,32.241813602015114,0.5,0.0037037037037036535
google-dagger,2.23.1,ga,567,28.589420654911837,0.0,0.0
google-dagger,2.23.2,ga,589,25.81863979848866,0.7272727272727273,0.03809523809523807
google-dagger,2.24,exhaustive,586,26.196473551637283,0.4285714285714286,0.027932960893854775
google-error-prone,2.0.20,hillclimbing,646,54.28167020523709,0.8461538461538461,0.02631578947368418
google-error-prone,2.0.21,exhaustive,603,57.324840764331206,0.6363636363636364,0.03539823008849563
google-error-prone,2.1.0,hillclimbing,770,45.506015569709824,0.7272727272727273,0.03493449781659386
google-error-prone,2.1.1,exhaustive,648,54.140127388535035,0.7142857142857143,0.03448275862068961
google-error-prone,2.1.2,hillclimbing,547,61.28803963198868,0.75,0.020725388601036232
google-error-prone,2.1.3,ga,337,76.15003538570417,0.33333333333333337,0.0
google-error-prone,2.2.0,exhaustive,771,45.43524416135882,0.631578947368421,0.1131221719457014
google-error-prone,2.3.0,exhaustive,587,58.457183297947616,0.2857142857142857,0.015075376884422065
google-error-prone,2.3.1,exhaustive,689,51.23849964614296,0.631578947368421,0.05769230769230771
google-error-prone,2.3.2,hillclimbing,564,60.08492569002123,0.9166666666666666,0.0358744394618834
grpc-grpc-java,1.17.1,ga,495,54.87693710118504,0.875,0.08391608391608396
grpc-grpc-java,1.17.2,exhaustive,523,52.32452142206017,0.16666666666666663,0.03007518796992481
grpc-grpc-java,1.18.0,ga,790,27.98541476754785,0.8571428571428572,0.03960396039603964
grpc-grpc-java,1.19.0,exhaustive,735,32.999088422971745,0.5555555555555556,0.021472392638036797
grpc-grpc-java,1.20.0,hillclimbing,608,44.57611668185961,0.9166666666666666,0.08910891089108908
grpc-grpc-java,1.21.0,ga,568,48.222424794895176,0.8333333333333334,0.054187192118226646
grpc-grpc-java,1.21.1,exhaustive,547,50.13673655423882,0.9411764705882353,0.07655502392344493
grpc-grpc-java,1.22.0,hillclimbing,669,39.0154968094804,0.7058823529411764,0.06880733944954132
grpc-grpc-java,1.22.1,exhaustive,588,46.399270738377396,0.9166666666666666,0.05164319248826288
grpc-grpc-java,1.22.2,ga,629,42.66180492251596,0.8695652173913043,0.0861244019138756
java-native-accessjna,4.3.0,exhaustive,411,57.45341614906832,0.875,0.021052631578947323
java-native-accessjna,4.4.0,hillclimbing,342,64.59627329192547,0.8888888888888888,0.010344827586206917
java-native-accessjna,4.5.0,hillclimbing,365,62.21532091097309,0.8571428571428572,0.00649350649350644
java-native-accessjna,4.5.1,ga,384,60.24844720496895,0.8,0.009345794392523366
java-native-accessjna,4.5.2,exhaustive,415,57.039337474120096,0.9090909090909091,0.021582733812949617
java-native-accessjna,5.0.0,exhaustive,369,61.80124223602485,0.8333333333333334,0.017123287671232834
java-native-accessjna,5.1.0,exhaustive,396,59.006211180124225,0.875,0.02400000000000002
java-native-accessjna,5.2.0,ga,228,76.39751552795029,0.9375,0.03205128205128205
java-native-accessjna,5.3.0,exhaustive,282,70.80745341614906,0.6666666666666667,0.019736842105263164
java-native-accessjna,5.3.1,ga,341,64.69979296066252,0.9090909090909091,0.038461538461538436
jenkinsci-jenkins,2.184,ga,1027,91.17166680993724,0.8125,0.6666666666666667
jenkinsci-jenkins,2.185,exhaustive,884,92.40092839336373,0.8947368421052632,0.5652173913043479
jenkinsci-jenkins,2.186,exhaustive,1063,90.86220235536837,0.5833333333333333,0.368421052631579
jenkinsci-jenkins,2.187,exhaustive,1031,91.13728187054069,0.7777777777777778,0.48
jenkinsci-jenkins,2.189,hillclimbing,1129,90.29485085532535,0.625,0.4444444444444444
jenkinsci-jenkins,2.190,ga,1051,90.96535717355799,0.6666666666666667,0.25
jenkinsci-jenkins,2.191,ga,1095,90.587122840196,0.30000000000000004,0.18181818181818177
jenkinsci-jenkins,2.192,hillclimbing,1112,90.4409868477607,0.7777777777777778,0.4193548387096774
jenkinsci-jenkins,2.193,hillclimbing,1077,90.74185506748043,0.8333333333333334,0.4516129032258065
jenkinsci-jenkins,2.194,ga,1047,90.99974211295454,0.9166666666666666,0.5
jhy-jsoup,1.6.0,hillclimbing,40,59.595959595959606,0.6,0.07999999999999996
jhy-jsoup,1.6.1,exhaustive,43,56.56565656565657,0.5555555555555556,0.1923076923076923
jhy-jsoup,1.6.2,exhaustive,46,53.535353535353536,0.8,0.15384615384615385
jhy-jsoup,1.6.3,exhaustive,30,69.6969696969697,0.5,0.14814814814814814
jhy-jsoup,1.7.1,hillclimbing,48,51.51515151515152,1.0,0.13793103448275867
jhy-jsoup,1.7.2,ga,49,50.5050505050505,0.5,0.18181818181818177
jhy-jsoup,1.7.3,exhaustive,46,53.535353535353536,1.0,0.09677419354838712
jhy-jsoup,1.8.2,ga,51,48.48484848484848,0.4444444444444444,0.08333333333333337
jhy-jsoup,1.8.3,ga,42,57.57575757575757,1.0,0.0714285714285714
jhy-jsoup,1.9.1,exhaustive,33,66.66666666666667,0.75,0.1333333333333333
mockito-mockito,2.28.1,hillclimbing,636,40.671641791044784,0.875,0.5652173913043479
mockito-mockito,2.28.2,hillclimbing,583,45.615671641791046,0.7586206896551724,0.7222222222222222
mockito-mockito,3.0.0,hillclimbing,574,46.45522388059702,0.75,0.5294117647058824
mockito-mockito,3.0.1,exhaustive,617,42.444029850746276,0.9259259259259259,0.6857142857142857
mockito-mockito,3.0.2,ga,393,63.33955223880597,0.6,0.23076923076923073
mockito-mockito,3.0.3,hillclimbing,408,61.94029850746269,0.6666666666666667,0.4
mockito-mockito,3.0.4,ga,512,52.23880597014925,0.8666666666666667,0.6190476190476191
mockito-mockito,3.0.5,ga,357,66.69776119402985,0.25,0.0
mockito-mockito,3.0.6,hillclimbing,627,41.51119402985075,0.8666666666666667,0.7647058823529411
mockito-mockito,3.0.7,exhaustive,540,49.626865671641795,0.7777777777777778,0.5454545454545454
mybatis-mybatis-3,3.3.1,hillclimbing,594,57.75248933143671,0.6470588235294117,0.07106598984771573
mybatis-mybatis-3,3.4.0,hillclimbing,686,51.20910384068279,0.8333333333333334,0.05833333333333335
mybatis-mybatis-3,3.4.1,exhaustive,705,49.85775248933144,0.9473684210526316,0.05905511811023623
mybatis-mybatis-3,3.4.2,exhaustive,692,50.7823613086771,0.8333333333333334,0.031872509960159334
mybatis-mybatis-3,3.4.3,exhaustive,644,54.19630156472262,0.7272727272727273,0.03383458646616544
mybatis-mybatis-3,3.4.4,exhaustive,674,52.062588904694174,0.5833333333333333,0.03448275862068961
mybatis-mybatis-3,3.4.5,hillclimbing,641,54.40967283072546,0.4285714285714286,0.01683501683501687
mybatis-mybatis-3,3.4.6,hillclimbing,725,48.4352773826458,0.7142857142857143,0.03594771241830064
mybatis-mybatis-3,3.5.0,hillclimbing,767,45.44807965860598,0.5,0.02108433734939763
mybatis-mybatis-3,3.5.1,exhaustive,743,47.15504978662872,0.7,0.025925925925925908
naver-pinpoint,1.6.2,hillclimbing,2790,45.186640471512774,0.647887323943662,0.021987686895338587
naver-pinpoint,1.7.0,hillclimbing,3420,32.80943025540275,0.7307692307692308,0.008500510030601816
naver-pinpoint,1.7.1,ga,3450,32.22003929273084,0.8214285714285714,0.01691474966170503
naver-pinpoint,1.7.2,exhaustive,3388,33.438113948919444,0.7575757575757576,0.011070110701106972
naver-pinpoint,1.7.3,exhaustive,3304,35.08840864440078,0.5454545454545454,0.007075471698113178
naver-pinpoint,1.8.0,ga,3512,31.001964636542244,0.1428571428571429,0.00038565368299270375
naver-pinpoint,1.8.1,exhaustive,4080,19.84282907662083,0.5882352941176471,0.010620075368276805
naver-pinpoint,1.8.2,exhaustive,4113,19.19449901768173,0.7868852459016393,0.02092050209205021
naver-pinpoint,1.8.3,ga,4091,19.626719056974466,0.7117117117117118,0.04446308724832215
naver-pinpoint,1.8.4,hillclimbing,3833,24.69548133595285,0.9278350515463918,0.04290091930541373
pxb1988-dex2jar,0.0.9.4,exhaustive,69,51.40845070422535,1.0,0.1333333333333333
pxb1988-dex2jar,0.0.9.5,exhaustive,90,36.619718309859145,0.8571428571428572,0.16666666666666663
pxb1988-dex2jar,0.0.9.6,exhaustive,96,32.3943661971831,0.8571428571428572,0.16216216216216217
pxb1988-dex2jar,0.0.9.7,hillclimbing,91,35.915492957746466,0.8571428571428572,0.1707317073170732
pxb1988-dex2jar,0.0.9.8,ga,107,24.647887323943664,1.0,0.1333333333333333
pxb1988-dex2jar,0.0.9.9,exhaustive,104,26.760563380281692,1.0,0.12244897959183676
ReactiveX-RxJava,2.2.10,exhaustive,1291,25.029036004645768,0.4285714285714286,0.04458598726114649
ReactiveX-RxJava,2.2.11,hillclimbing,1069,37.92102206736353,0.6153846153846154,0.08139534883720934
ReactiveX-RxJava,2.2.12,exhaustive,1423,17.363530778164925,0.9090909090909091,0.17924528301886788
ReactiveX-RxJava,2.2.2,hillclimbing,1183,31.300813008130078,0.8636363636363636,0.23188405797101452
ReactiveX-RxJava,2.2.3,ga,1089,36.7595818815331,0.9142857142857143,0.3116883116883117
ReactiveX-RxJava,2.2.4,exhaustive,1258,26.94541231126597,0.7777777777777778,0.16666666666666663
ReactiveX-RxJava,2.2.5,exhaustive,1232,28.45528455284553,0.6666666666666667,0.19999999999999996
ReactiveX-RxJava,2.2.6,ga,545,68.3507549361208,0.0,0.0
ReactiveX-RxJava,2.2.7,exhaustive,1142,33.681765389082464,0.7058823529411764,0.17647058823529416
ReactiveX-RxJava,2.2.8,hillclimbing,679,60.56910569105691,0.4285714285714286,0.12
redisson-redisson,3.11.2,hillclimbing,945,32.88352272727273,0.7727272727272727,0.2093023255813954
redisson-redisson,3.11.3,hillclimbing,783,44.38920454545454,0.7333333333333334,0.15000000000000002
redisson-redisson,3.7.2,exhaustive,694,50.71022727272727,0.8333333333333334,0.24561403508771928
redisson-redisson,3.7.3,hillclimbing,528,62.5,0.9090909090909091,0.3421052631578947
