Instance,abstractMethods_max,abstractMethods_mean,defaultMethods_sum,anonymousClassesQty_sum,cbo_max,cbo_sum,comparisonsQty_max,defaultMethods_max,cbo_mean,Label
mockito-mockito_3.0.2,6,1,0,49,49,1630,41,0,53,euclidean
mockito-mockito_3.0.2,6,6,0,49,49,1630,41,0,49,euclidean
mockito-mockito_3.0.2,1,1,0,302,53,5836,37,0,53,euclidean
mockito-mockito_3.0.2,1,6,0,302,53,5836,37,0,49,euclidean
mockito-mockito_3.0.2,1,1,0,302,53,5836,37,0,53,euclidean
mockito-mockito_3.0.2,1,6,0,302,53,5836,37,0,49,euclidean
mockito-mockito_3.0.2,6,1,0,302,49,5836,41,0,53,euclidean
mockito-mockito_3.0.2,6,6,0,302,49,5836,41,0,49,euclidean
mockito-mockito_3.0.2,6,1,0,302,49,5836,41,0,53,euclidean
mockito-mockito_3.0.2,6,6,0,302,49,5836,41,0,49,euclidean
mockito-mockito_3.0.3,1,1,0,49,53,1631,37,0,53,euclidean
mockito-mockito_3.0.3,1,6,0,49,53,1631,37,0,49,euclidean
mockito-mockito_3.0.3,1,1,0,49,53,1631,37,0,53,euclidean
mockito-mockito_3.0.3,1,6,0,49,53,1631,37,0,49,euclidean
mockito-mockito_3.0.3,6,1,0,49,49,1631,41,0,53,euclidean
mockito-mockito_3.0.3,6,6,0,49,49,1631,41,0,49,euclidean
mockito-mockito_3.0.3,6,1,0,49,49,1631,41,0,53,euclidean
mockito-mockito_3.0.3,6,6,0,49,49,1631,41,0,49,euclidean
mockito-mockito_3.0.3,1,1,0,299,53,5836,37,0,53,euclidean
mockito-mockito_3.0.3,1,6,0,299,53,5836,37,0,49,euclidean
mockito-mockito_3.0.3,1,1,0,299,53,5836,37,0,53,euclidean
mockito-mockito_3.0.3,1,6,0,299,53,5836,37,0,49,euclidean
mockito-mockito_3.0.3,6,1,0,299,49,5836,41,0,53,euclidean
mockito-mockito_3.0.3,6,6,0,299,49,5836,41,0,49,euclidean
mockito-mockito_3.0.3,6,1,0,299,49,5836,41,0,53,euclidean
mockito-mockito_3.0.3,6,6,0,299,49,5836,41,0,49,euclidean
mockito-mockito_3.0.4,14,14,0,52,53,1702,108,0,53,euclidean
mockito-mockito_3.0.4,14,6,0,52,53,1702,108,0,49,euclidean
mockito-mockito_3.0.4,14,14,0,52,53,1702,108,0,53,euclidean
mockito-mockito_3.0.4,14,6,0,52,53,1702,108,0,49,euclidean
mockito-mockito_3.0.4,6,14,0,52,49,1702,41,0,53,euclidean
mockito-mockito_3.0.4,6,6,0,52,49,1702,41,0,49,euclidean
mockito-mockito_3.0.4,6,14,0,52,49,1702,41,0,53,euclidean
mockito-mockito_3.0.4,6,6,0,52,49,1702,41,0,49,euclidean
mockito-mockito_3.0.4,14,14,0,299,53,5836,108,0,53,euclidean
mockito-mockito_3.0.4,14,6,0,299,53,5836,108,0,49,euclidean
mockito-mockito_3.0.4,14,14,0,299,53,5836,108,0,53,euclidean
mockito-mockito_3.0.4,14,6,0,299,53,5836,108,0,49,euclidean
mockito-mockito_3.0.4,6,14,0,299,49,5836,41,0,53,euclidean
mockito-mockito_3.0.4,6,6,0,299,49,5836,41,0,49,euclidean
mockito-mockito_3.0.4,6,14,0,299,49,5836,41,0,53,euclidean
mockito-mockito_3.0.4,6,6,0,299,49,5836,41,0,49,euclidean
mockito-mockito_3.0.5,14,14,0,52,53,1702,108,0,53,euclidean
mockito-mockito_3.0.5,14,6,0,52,53,1702,108,0,49,euclidean
mockito-mockito_3.0.5,14,14,0,52,53,1702,108,0,53,euclidean
mockito-mockito_3.0.5,14,6,0,52,53,1702,108,0,49,euclidean
mockito-mockito_3.0.5,6,14,0,52,49,1702,41,0,53,euclidean
mockito-mockito_3.0.5,6,6,0,52,49,1702,41,0,49,euclidean
mockito-mockito_3.0.5,6,14,0,52,49,1702,41,0,53,euclidean
mockito-mockito_3.0.5,6,6,0,52,49,1702,41,0,49,euclidean
mockito-mockito_3.0.5,14,14,0,299,53,5836,108,0,53,euclidean
mockito-mockito_3.0.5,14,6,0,299,53,5836,108,0,49,euclidean
mockito-mockito_3.0.5,14,14,0,299,53,5836,108,0,53,euclidean
mockito-mockito_3.0.5,14,6,0,299,53,5836,108,0,49,euclidean
mockito-mockito_3.0.5,6,14,0,299,49,5836,41,0,53,euclidean
mockito-mockito_3.0.5,6,6,0,299,49,5836,41,0,49,euclidean
mockito-mockito_3.0.5,6,14,0,299,49,5836,41,0,53,euclidean
mockito-mockito_3.0.5,6,6,0,299,49,5836,41,0,49,euclidean
mockito-mockito_3.0.6,14,14,0,52,53,1702,108,0,53,euclidean
mockito-mockito_3.0.6,14,6,0,52,53,1702,108,0,49,euclidean
mockito-mockito_3.0.6,14,14,0,52,53,1702,108,0,53,euclidean
mockito-mockito_3.0.6,14,6,0,52,53,1702,108,0,49,euclidean
mockito-mockito_3.0.6,6,14,0,52,49,1702,41,0,53,euclidean
mockito-mockito_3.0.6,6,6,0,52,49,1702,41,0,49,euclidean
mockito-mockito_3.0.6,6,14,0,52,49,1702,41,0,53,euclidean
mockito-mockito_3.0.6,6,6,0,52,49,1702,41,0,49,euclidean
mockito-mockito_3.0.6,14,14,0,299,53,5837,108,0,53,euclidean
mockito-mockito_3.0.6,14,6,0,299,53,5837,108,0,49,euclidean
mockito-mockito_3.0.6,14,14,0,299,53,5837,108,0,53,euclidean
mockito-mockito_3.0.6,14,6,0,299,53,5837,108,0,49,euclidean
mockito-mockito_3.0.6,6,14,0,299,49,5837,41,0,53,euclidean
mockito-mockito_3.0.6,6,6,0,299,49,5837,41,0,49,euclidean
mockito-mockito_3.0.6,6,14,0,299,49,5837,41,0,53,euclidean
mockito-mockito_3.0.6,6,6,0,299,49,5837,41,0,49,euclidean
mockito-mockito_3.0.7,14,14,0,52,53,1702,108,0,53,euclidean
mockito-mockito_3.0.7,14,6,0,52,53,1702,108,0,49,euclidean
mockito-mockito_3.0.7,14,14,0,52,53,1702,108,0,53,euclidean
mockito-mockito_3.0.7,14,6,0,52,53,1702,108,0,49,euclidean
mockito-mockito_3.0.7,6,14,0,52,49,1702,41,0,53,euclidean
mockito-mockito_3.0.7,6,6,0,52,49,1702,41,0,49,euclidean
mockito-mockito_3.0.7,6,14,0,52,49,1702,41,0,53,euclidean
mockito-mockito_3.0.7,6,6,0,52,49,1702,41,0,49,euclidean
mockito-mockito_3.0.7,14,14,0,299,53,5837,108,0,53,euclidean
mockito-mockito_3.0.7,14,6,0,299,53,5837,108,0,49,euclidean
mockito-mockito_3.0.7,14,14,0,299,53,5837,108,0,53,euclidean
mockito-mockito_3.0.7,14,6,0,299,53,5837,108,0,49,euclidean
mockito-mockito_3.0.7,6,14,0,299,49,5837,41,0,53,euclidean
mockito-mockito_3.0.7,6,6,0,299,49,5837,41,0,49,euclidean
mockito-mockito_3.0.7,6,14,0,299,49,5837,41,0,53,euclidean
mockito-mockito_3.0.7,6,6,0,299,49,5837,41,0,49,euclidean
mybatis-mybatis-3_3.4.0,4,4,0,125,79,4190,30,0,79,cosine
mybatis-mybatis-3_3.4.1,7,7,0,133,79,4325,32,0,79,cosine
mybatis-mybatis-3_3.4.2,7,7,1,148,79,4526,32,1,79,cosine
mybatis-mybatis-3_3.4.3,7,7,2,148,79,4641,32,1,79,cosine
mybatis-mybatis-3_3.4.4,7,7,2,148,79,4641,32,1,79,cosine
mybatis-mybatis-3_3.4.5,7,7,2,152,79,4807,31,1,79,cosine
mybatis-mybatis-3_3.4.6,7,7,2,153,79,4833,32,1,79,cosine
mybatis-mybatis-3_3.5.0,2,2,0,51,82,6155,114,0,82,cosine
mybatis-mybatis-3_3.5.0,2,7,0,51,82,6155,114,0,80,cosine
mybatis-mybatis-3_3.5.0,2,2,0,51,82,6155,114,0,82,cosine
mybatis-mybatis-3_3.5.0,2,7,0,51,82,6155,114,0,80,cosine
mybatis-mybatis-3_3.5.0,7,2,0,51,80,6155,32,1,82,cosine
mybatis-mybatis-3_3.5.0,7,7,0,51,80,6155,32,1,80,cosine
mybatis-mybatis-3_3.5.0,7,2,0,51,80,6155,32,1,82,cosine
mybatis-mybatis-3_3.5.0,7,7,0,51,80,6155,32,1,80,cosine
mybatis-mybatis-3_3.5.0,2,2,2,153,82,5301,114,0,82,cosine
mybatis-mybatis-3_3.5.0,2,7,2,153,82,5301,114,0,80,cosine
mybatis-mybatis-3_3.5.0,2,2,2,153,82,5301,114,0,82,cosine
mybatis-mybatis-3_3.5.0,2,7,2,153,82,5301,114,0,80,cosine
mybatis-mybatis-3_3.5.0,7,2,2,153,80,5301,32,1,82,cosine
mybatis-mybatis-3_3.5.0,7,7,2,153,80,5301,32,1,80,cosine
mybatis-mybatis-3_3.5.0,7,2,2,153,80,5301,32,1,82,cosine
mybatis-mybatis-3_3.5.0,7,7,2,153,80,5301,32,1,80,cosine
mybatis-mybatis-3_3.5.1,2,2,0,51,82,6182,114,0,82,cosine
mybatis-mybatis-3_3.5.1,2,7,0,51,82,6182,114,0,80,cosine
mybatis-mybatis-3_3.5.1,2,2,0,51,82,6182,114,0,82,cosine
mybatis-mybatis-3_3.5.1,2,7,0,51,82,6182,114,0,80,cosine
mybatis-mybatis-3_3.5.1,7,2,0,51,80,6182,32,1,82,cosine
mybatis-mybatis-3_3.5.1,7,7,0,51,80,6182,32,1,80,cosine
mybatis-mybatis-3_3.5.1,7,2,0,51,80,6182,32,1,82,cosine
mybatis-mybatis-3_3.5.1,7,7,0,51,80,6182,32,1,80,cosine
mybatis-mybatis-3_3.5.1,2,2,3,142,82,5376,114,0,82,cosine
mybatis-mybatis-3_3.5.1,2,7,3,142,82,5376,114,0,80,cosine
mybatis-mybatis-3_3.5.1,2,2,3,142,82,5376,114,0,82,cosine
mybatis-mybatis-3_3.5.1,2,7,3,142,82,5376,114,0,80,cosine
mybatis-mybatis-3_3.5.1,7,2,3,142,80,5376,32,1,82,cosine
mybatis-mybatis-3_3.5.1,7,7,3,142,80,5376,32,1,80,cosine
mybatis-mybatis-3_3.5.1,7,2,3,142,80,5376,32,1,82,cosine
mybatis-mybatis-3_3.5.1,7,7,3,142,80,5376,32,1,80,cosine
naver-pinpoint_1.6.2,3,3,0,3,34,477,14,0,34,cosine
naver-pinpoint_1.7.0,21,21,0,1165,205,35289,28,0,205,cosine
naver-pinpoint_1.7.0,21,43,0,1165,205,35289,28,0,155,cosine
naver-pinpoint_1.7.0,21,21,0,1165,205,35289,28,0,205,cosine
naver-pinpoint_1.7.0,21,43,0,1165,205,35289,28,0,155,cosine
naver-pinpoint_1.7.0,43,21,0,1165,155,35289,48,0,205,cosine
naver-pinpoint_1.7.0,43,43,0,1165,155,35289,48,0,155,cosine
naver-pinpoint_1.7.0,43,21,0,1165,155,35289,48,0,205,cosine
naver-pinpoint_1.7.0,43,43,0,1165,155,35289,48,0,155,cosine
naver-pinpoint_1.7.0,21,21,0,622,205,23066,28,0,205,cosine
naver-pinpoint_1.7.0,21,43,0,622,205,23066,28,0,155,cosine
naver-pinpoint_1.7.0,21,21,0,622,205,23066,28,0,205,cosine
naver-pinpoint_1.7.0,21,43,0,622,205,23066,28,0,155,cosine
naver-pinpoint_1.7.0,43,21,0,622,155,23066,48,0,205,cosine
naver-pinpoint_1.7.0,43,43,0,622,155,23066,48,0,155,cosine
naver-pinpoint_1.7.0,43,21,0,622,155,23066,48,0,205,cosine
naver-pinpoint_1.7.0,43,43,0,622,155,23066,48,0,155,cosine
naver-pinpoint_1.7.1,3,3,0,3,35,503,14,0,35,cosine
naver-pinpoint_1.7.1,3,43,0,3,35,503,14,0,155,cosine
naver-pinpoint_1.7.1,3,3,0,3,35,503,14,0,35,cosine
naver-pinpoint_1.7.1,3,43,0,3,35,503,14,0,155,cosine
naver-pinpoint_1.7.1,43,3,0,3,155,503,48,0,35,cosine
naver-pinpoint_1.7.1,43,43,0,3,155,503,48,0,155,cosine
naver-pinpoint_1.7.1,43,3,0,3,155,503,48,0,35,cosine
naver-pinpoint_1.7.1,43,43,0,3,155,503,48,0,155,cosine
naver-pinpoint_1.7.1,3,3,0,622,35,23066,14,0,35,cosine
naver-pinpoint_1.7.1,3,43,0,622,35,23066,14,0,155,cosine
naver-pinpoint_1.7.1,3,3,0,622,35,23066,14,0,35,cosine
naver-pinpoint_1.7.1,3,43,0,622,35,23066,14,0,155,cosine
naver-pinpoint_1.7.1,43,3,0,622,155,23066,48,0,35,cosine
naver-pinpoint_1.7.1,43,43,0,622,155,23066,48,0,155,cosine
naver-pinpoint_1.7.1,43,3,0,622,155,23066,48,0,35,cosine
naver-pinpoint_1.7.1,43,43,0,622,155,23066,48,0,155,cosine
naver-pinpoint_1.7.2,3,3,0,4,47,536,14,0,47,cosine
naver-pinpoint_1.7.2,3,43,0,4,47,536,14,0,157,cosine
naver-pinpoint_1.7.2,3,3,0,4,47,536,14,0,47,cosine
naver-pinpoint_1.7.2,3,43,0,4,47,536,14,0,157,cosine
naver-pinpoint_1.7.2,43,3,0,4,157,536,48,0,47,cosine
naver-pinpoint_1.7.2,43,43,0,4,157,536,48,0,157,cosine
naver-pinpoint_1.7.2,43,3,0,4,157,536,48,0,47,cosine
naver-pinpoint_1.7.2,43,43,0,4,157,536,48,0,157,cosine
naver-pinpoint_1.7.2,3,3,0,659,47,23604,14,0,47,cosine
naver-pinpoint_1.7.2,3,43,0,659,47,23604,14,0,157,cosine
naver-pinpoint_1.7.2,3,3,0,659,47,23604,14,0,47,cosine
naver-pinpoint_1.7.2,3,43,0,659,47,23604,14,0,157,cosine
naver-pinpoint_1.7.2,43,3,0,659,157,23604,48,0,47,cosine
naver-pinpoint_1.7.2,43,43,0,659,157,23604,48,0,157,cosine
naver-pinpoint_1.7.2,43,3,0,659,157,23604,48,0,47,cosine
naver-pinpoint_1.7.2,43,43,0,659,157,23604,48,0,157,cosine
naver-pinpoint_1.7.3,3,3,0,4,47,567,14,0,47,cosine
naver-pinpoint_1.7.3,3,43,0,4,47,567,14,0,157,cosine
naver-pinpoint_1.7.3,3,3,0,4,47,567,14,0,47,cosine
naver-pinpoint_1.7.3,3,43,0,4,47,567,14,0,157,cosine
naver-pinpoint_1.7.3,43,3,0,4,157,567,48,0,47,cosine
naver-pinpoint_1.7.3,43,43,0,4,157,567,48,0,157,cosine
naver-pinpoint_1.7.3,43,3,0,4,157,567,48,0,47,cosine
naver-pinpoint_1.7.3,43,43,0,4,157,567,48,0,157,cosine
naver-pinpoint_1.7.3,3,3,0,661,47,23669,14,0,47,cosine
naver-pinpoint_1.7.3,3,43,0,661,47,23669,14,0,157,cosine
naver-pinpoint_1.7.3,3,3,0,661,47,23669,14,0,47,cosine
naver-pinpoint_1.7.3,3,43,0,661,47,23669,14,0,157,cosine
naver-pinpoint_1.7.3,43,3,0,661,157,23669,48,0,47,cosine
naver-pinpoint_1.7.3,43,43,0,661,157,23669,48,0,157,cosine
naver-pinpoint_1.7.3,43,3,0,661,157,23669,48,0,47,cosine
naver-pinpoint_1.7.3,43,43,0,661,157,23669,48,0,157,cosine
naver-pinpoint_1.8.0,21,21,0,1270,193,37785,28,0,193,cosine
naver-pinpoint_1.8.0,21,43,0,1270,193,37785,28,0,96,cosine
naver-pinpoint_1.8.0,21,21,0,1270,193,37785,28,0,193,cosine
naver-pinpoint_1.8.0,21,43,0,1270,193,37785,28,0,96,cosine
naver-pinpoint_1.8.0,43,21,0,1270,96,37785,48,1,193,cosine
naver-pinpoint_1.8.0,43,43,0,1270,96,37785,48,1,96,cosine
naver-pinpoint_1.8.0,43,21,0,1270,96,37785,48,1,193,cosine
naver-pinpoint_1.8.0,43,43,0,1270,96,37785,48,1,96,cosine
naver-pinpoint_1.8.0,21,21,1,686,193,26108,28,0,193,cosine
naver-pinpoint_1.8.0,21,43,1,686,193,26108,28,0,96,cosine
naver-pinpoint_1.8.0,21,21,1,686,193,26108,28,0,193,cosine
naver-pinpoint_1.8.0,21,43,1,686,193,26108,28,0,96,cosine
naver-pinpoint_1.8.0,43,21,1,686,96,26108,48,1,193,cosine
naver-pinpoint_1.8.0,43,43,1,686,96,26108,48,1,96,cosine
naver-pinpoint_1.8.0,43,21,1,686,96,26108,48,1,193,cosine
naver-pinpoint_1.8.0,43,43,1,686,96,26108,48,1,96,cosine
naver-pinpoint_1.8.1,43,43,1,772,96,27693,50,1,96,cosine
naver-pinpoint_1.8.2,3,3,0,6,47,605,19,0,47,cosine
naver-pinpoint_1.8.2,3,43,0,6,47,605,19,0,96,cosine
naver-pinpoint_1.8.2,3,3,0,6,47,605,19,0,47,cosine
naver-pinpoint_1.8.2,3,43,0,6,47,605,19,0,96,cosine
naver-pinpoint_1.8.2,43,3,0,6,96,605,50,1,47,cosine
naver-pinpoint_1.8.2,43,43,0,6,96,605,50,1,96,cosine
naver-pinpoint_1.8.2,43,3,0,6,96,605,50,1,47,cosine
naver-pinpoint_1.8.2,43,43,0,6,96,605,50,1,96,cosine
naver-pinpoint_1.8.2,3,3,1,791,47,27738,19,0,47,cosine
naver-pinpoint_1.8.2,3,43,1,791,47,27738,19,0,96,cosine
naver-pinpoint_1.8.2,3,3,1,791,47,27738,19,0,47,cosine
naver-pinpoint_1.8.2,3,43,1,791,47,27738,19,0,96,cosine
naver-pinpoint_1.8.2,43,3,1,791,96,27738,50,1,47,cosine
naver-pinpoint_1.8.2,43,43,1,791,96,27738,50,1,96,cosine
naver-pinpoint_1.8.2,43,3,1,791,96,27738,50,1,47,cosine
naver-pinpoint_1.8.2,43,43,1,791,96,27738,50,1,96,cosine
naver-pinpoint_1.8.3,3,3,0,6,47,618,19,0,47,cosine
naver-pinpoint_1.8.3,3,43,0,6,47,618,19,0,96,cosine
naver-pinpoint_1.8.3,3,3,0,6,47,618,19,0,47,cosine
naver-pinpoint_1.8.3,3,43,0,6,47,618,19,0,96,cosine
naver-pinpoint_1.8.3,43,3,0,6,96,618,50,1,47,cosine
naver-pinpoint_1.8.3,43,43,0,6,96,618,50,1,96,cosine
naver-pinpoint_1.8.3,43,3,0,6,96,618,50,1,47,cosine
naver-pinpoint_1.8.3,43,43,0,6,96,618,50,1,96,cosine
naver-pinpoint_1.8.3,3,3,1,791,47,27740,19,0,47,cosine
naver-pinpoint_1.8.3,3,43,1,791,47,27740,19,0,96,cosine
naver-pinpoint_1.8.3,3,3,1,791,47,27740,19,0,47,cosine
naver-pinpoint_1.8.3,3,43,1,791,47,27740,19,0,96,cosine
naver-pinpoint_1.8.3,43,3,1,791,96,27740,50,1,47,cosine
naver-pinpoint_1.8.3,43,43,1,791,96,27740,50,1,96,cosine
naver-pinpoint_1.8.3,43,3,1,791,96,27740,50,1,47,cosine
naver-pinpoint_1.8.3,43,43,1,791,96,27740,50,1,96,cosine
naver-pinpoint_1.8.4,43,43,1,792,96,27860,50,1,96,cosine
pxb1988-dex2jar_0.0.9.4,4,4,0,29,35,853,44,0,35,cosine
pxb1988-dex2jar_0.0.9.5,4,4,0,36,36,964,44,0,36,euclidean
pxb1988-dex2jar_0.0.9.6,4,4,0,38,36,983,44,0,36,euclidean
pxb1988-dex2jar_0.0.9.7,2,2,0,34,35,992,44,0,35,euclidean
pxb1988-dex2jar_0.0.9.8,2,2,0,38,37,1029,45,0,37,euclidean
pxb1988-dex2jar_0.0.9.9,2,2,0,42,37,1074,49,0,37,euclidean
ReactiveX-RxJava_2.2.11,4,4,0,8517,352,22033,27,0,352,cosine
ReactiveX-RxJava_2.2.12,4,4,0,8523,352,22049,27,0,352,cosine
ReactiveX-RxJava_2.2.2,4,4,0,8128,350,21392,27,0,350,cosine
ReactiveX-RxJava_2.2.3,4,4,0,8136,350,21421,27,0,350,cosine
ReactiveX-RxJava_2.2.4,4,4,0,8209,352,21593,27,0,352,cosine
ReactiveX-RxJava_2.2.5,4,4,0,8209,352,21593,27,0,352,cosine
ReactiveX-RxJava_2.2.6,4,4,0,8281,352,21690,27,0,352,cosine
ReactiveX-RxJava_2.2.7,4,4,0,8295,352,21733,27,0,352,cosine
ReactiveX-RxJava_2.2.8,4,4,0,8295,352,21735,27,0,352,cosine
redisson-redisson_3.11.3,6,6,0,499,138,11402,110,0,138,cosine
redisson-redisson_3.7.2,6,6,0,950,131,8047,110,0,131,cosine
redisson-redisson_3.7.3,6,6,0,953,133,8058,110,0,133,cosine
redisson-redisson_3.7.4,6,6,0,953,133,8075,110,0,133,cosine
redisson-redisson_3.7.5,6,6,0,1055,133,8158,110,0,133,cosine
redisson-redisson_3.8.0,6,6,0,1090,134,8733,110,0,134,cosine
redisson-redisson_3.8.1,6,6,0,1130,134,8814,110,0,134,cosine
redisson-redisson_3.8.2,6,6,0,693,134,8467,110,0,134,cosine
redisson-redisson_3.9.0,6,6,0,711,135,9195,110,0,135,cosine
